Login,Dvojnasobek,Suda cisla,Delitele,Faktorial,Ciferny soucet,Fibonacciho posloupnost,Nejvetsi spolecny delitel,Binarni zapis,Sachovnice,Vypis prvocisel,Pascaluv trojuhelnik,Mocniny dvojky,Tajna posloupnost,Soucet,Ctverec,Trojuhelnik,Pocet delitelu,Diamant,Cik-cak,Palindrom,Presmycky,Binarni cislo,Podmnoziny,Caesarova sifra,Velke X,Transpozicni sifra,Prvni pismena,Vsechny presmicky,Frekvencni analyza,Nejdelsi slovo
 U21103, 150, 315, 987,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21210, 58, 149, 46, 172,,,,,,,, 62,, 53,, 808, 415,,,,,,,,,,,,,
 U21235, 199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21236, 129, 360, 888, 324,,,,,,,, 354,, 36,,, 180,,,,,,,,,,,,,
 U21237, 8, 120, 496,,,,,,,,,,, 101,,,,,,,,,,,,,,,,
 U21238, 71, 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21239, 48, 889, 1055,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21240, 15,,,,,,,,,,,,, 57,,,,,,,,,,,,,,,,
 U21267, 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21406, 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21432, 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21488, 123,, 155, 143,,,,,,,, 34,, 30,, 201, 773,,,,,,,,,,,,,
 U21535, 40, 189, 124,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21630, 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21738, 46, 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21749, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21765, 140, 698, 366, 1533,, 553, 731,,, 531,,,,,,,,,,,, 495,,,,,,,,
 U21766, 58, 909,, 1585,, 385, 1050,,,,, 268,,,,, 223,,,,,,,,,,,,,
 U21767, 66, 3560, 110, 1598,,, 456,,,,, 418,,,,, 137,,,,, 291,,,,,,,,
 U21768, 34,,, 1139,, 444, 386,,, 389,, 462,, 70,,,,,,,,,,,,,,,,
 U21769, 35,, 482, 1814,, 435, 465,,, 170,, 509,, 59,,, 211,,,,,,,,,,,,,
 U21770, 37,, 216, 538,, 406, 469,,,,,,, 192,,, 301,,,,,,,,,,,,,
 U21771, 73,, 254, 1601,, 820, 451,,, 547,, 397,,,,, 262,,,,, 366,,,,,,,,
 U21816, 67, 99, 96,,,,,,,,,,, 188,,,,,,,,,,,,,,,,
 U21842, 370,,,,,, 48,,, 585,, 293,,,,,,,,,,,,,,,,,,
 U21884, 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21885, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21886, 92, 841, 825, 482,,,,,,,, 2148,, 491,, 1105, 955,,, 1987,,,,,,,,,,
 U21904, 46, 263,,,, 121,, 13,, 184,,,,,,,,,,,,,,,,,,,,
 U21906, 18, 64, 46, 954, 162, 143,, 1318, 283, 307,, 43,,,,,,,,,,,,,,,,,,
 U21910, 235,, 376, 1372,,, 439,,, 145,, 15,,,,,,,,,,,,,,,,,,
 U21914, 97,, 104,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21930, 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21942, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21946, 61, 119, 212, 333,,,,,,,, 98,, 197,,,,,,,,,,,,,,,,
 U21972, 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21985, 79, 40, 36,,, 72, 475,, 580, 17,,,, 32,,,,,,,,,,,,,,,,
 U21989, 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22000, 233,, 9321,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22003, 67, 123, 114,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22004, 31, 84, 99,,, 258, 270,,, 3018,,,, 73,,,,,,,,,,,,,,,,
 U22041, 38, 223, 159,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22044, 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22080, 408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22081, 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22082, 52, 65, 124,,,,,,,,,,, 128,,,,,,,,,,,,,,,,
 U22096, 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22097, 35, 80, 75,,,,, 296,, 1027,, 345,, 59,,,,,,,,,,,,,,,,
 U22112, 71, 93, 148, 462,,,,,,,, 252,, 189,,, 328,,,,,,,,,,,,,
 U22137, 212,, 486,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22154, 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22156, 168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22188, 38,, 164,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22251, 100,, 44,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22273, 93, 113, 129,,,,,,,,,,, 192,,, 103,,,,,,,,,,,,,
 U22276, 8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22278, 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22418, 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22443, 527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22486, 133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22552, 46, 31, 46, 67,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22623, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22624, 75, 41, 50, 53,,, 219,,,,, 183,, 200,,, 111,,,,,,,,,,,,,
 U22653, 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22656, 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22701, 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22704, 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22705, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22713, 28,,,, 138,,,, 214,,,,,,,,,,,,,,,,,,,,,
 U22714,,,, 328 825, 89,,,, 172,,, 14,,,,,,,,,,,,,,,,,,
 U22747, 28, 66, 35, 52, 129, 520,,, 1466, 996,, 32,, 59, 226,,, 2228, 532, 260, 902,, 2598,, 2012,, 303, 2229,, 1137
 U22796, 63, 81, 65, 76,,,,,,,, 50,, 333,,, 253,,,,,,,,,,,,,
 U22797, 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22823, 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22824, 106,, 441,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22826, 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U22827, 53,, 460, 282,,,,,,,, 124,, 34,, 52, 564,,,,,,,,,,,,,
 U23047, 39, 31, 78, 372, 185, 116, 219, 188, 198, 1190, 1076, 27, 158, 34, 542, 43, 57, 637, 224, 75, 640, 134,, 261, 90, 1703, 234,, 1377, 536
 U23116, 85, 114, 85, 105,,, 625,,,,,,, 195,,, 138,,, 680,,,,,,,,,,
 U23130, 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23135, 42, 26, 33, 30,,,,,,,, 156,, 92,,,,,,,,,,,,,,,,
 U23206, 112, 39, 462,,,,,,,,,,, 37,,,,,,,,,,,,,,,,
 U23207, 57, 165, 81, 49,,,,,,,,,, 69,,, 112,,,,,,,,,,,,,
 U23223, 43, 31, 77, 114,,,,,,,, 32,, 32,, 84, 45,,,,,,,,,,,,,
 U23260, 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23330, 55, 33, 91, 93,,, 601,,,,, 153,, 28,, 116,,,,,,,,,,,,,,
 U23331, 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23366, 134,, 72,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23382, 297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23384, 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23385, 619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23386, 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23397, 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23421, 217,, 209,,,,,,,,, 55,,,,,,,,,,,,,,,,,,
 U23422, 358,, 611,,,,,,,,, 46,,,,,,,,,,,,,,,,,,
 U23423, 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23424, 196,, 672,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23426, 428,, 45,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23427, 618,, 40,,,,,,,,, 37,,,,,,,,,,,,,,,,,,
 U23429, 429,, 69,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23430, 503,, 124,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23432, 154,, 84,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23433, 114,, 366,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23434, 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23490, 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23597, 264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23643, 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23685, 148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23836, 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23837, 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23843, 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23846, 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U23942, 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24034, 371, 942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24039, 36, 89, 227, 329, 232, 390, 331,,,,, 100,, 296,, 238, 117,,, 306,,,,,,,,,,
 U24040, 56, 58, 38,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24041, 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24053, 19, 52,,,,,,,,,,,,,,, 184,,,,,,,,,,,,,
 U24082, 161, 1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24083, 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24088, 10, 2,,,,,,, 3, 3,,, 3,,, 2, 2, 3,, 3, 3,,, 3,, 3,,,,
 U24144, 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24242, 24, 67,,,,,,,,,,,,,,, 115,,,,,,,,,,,,,
 U24271, 151, 119, 40,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24436, 25, 74,, 56,,,,,,,, 16,, 30,, 145, 55,,,,,,,,,,,,,
 U24461, 15, 43, 49, 39,,, 236,,,,, 40,, 43,, 41, 126,,,,,,,,,,,,,
 U24463, 38,, 70,,,,,,,,,,,,,, 88,,,,,,,,,,,,,
 U24625, 485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24821, 169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24900, 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U24962, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25045, 443, 811, 1874, 1247,,,,,,,, 1576,, 247,, 5835,,,,,,,,,,,,,,
 U25114, 41, 53, 155, 75,,,,,,,,,,,,, 167,,,,,,,,,,,,,
 U25238, 151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25249, 278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25257, 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25267, 4595, 223, 48,,,,,,,,, 175,, 88,,,,,,,,,,,,,,,,
 U25341, 28, 47,, 80,,, 120,,,,, 37,, 55,, 55, 135,,,,,,,,,,,,,
 U25345, 139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25348, 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25391, 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25428, 14,, 133, 192,,,,,,,,,,,,, 197,,,,,,,,,,,,,
 U25434, 88, 494, 162,,,,,,,,,,, 63,,,,,,,,,,,,,,,,
 U25606, 79, 89, 84, 285, 930, 1739, 435,,,,, 51, 753, 371,, 117, 66,,, 461,,,,,,,,,,
 U25628, 161,, 147, 192,,,,,,,,,,,,, 335,,,,,,,,,,,,,
 U25656, 70, 216,, 233,,,,,,,, 329,, 450,,, 462,,,,,,,,,,,,,
 U25662, 67,,, 168,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25673, 55,,, 300,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25709, 40,, 206, 196,,,,,,,,,,,,, 242,,,,,,,,,,,,,
 U25753, 36, 253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U25760, 122, 139, 114, 139,,,,,,,,,, 326,,,,,,,,,,,,,,,,
